country,continent,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines
Afghanistan,Asia,2/22/2021,0,0,,,0,0,,,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,2/23/2021,,,,1367,,,,35,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,2/24/2021,,,,1367,,,,35,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,2/25/2021,,,,1367,,,,35,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,2/26/2021,,,,1367,,,,35,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,2/27/2021,,,,1367,,,,35,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,2/28/2021,8200,8200,,1367,0.02,0.02,,35,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,3/1/2021,,,,1580,,,,41,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,3/2/2021,,,,1794,,,,46,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,3/3/2021,,,,2008,,,,52,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,3/4/2021,,,,2221,,,,57,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,3/5/2021,,,,2435,,,,63,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,3/6/2021,,,,2649,,,,68,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,3/7/2021,,,,2862,,,,74,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,3/8/2021,,,,2862,,,,74,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,3/9/2021,,,,2862,,,,74,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,3/10/2021,,,,2862,,,,74,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,3/11/2021,,,,2862,,,,74,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,3/12/2021,,,,2862,,,,74,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,3/13/2021,,,,2862,,,,74,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,3/14/2021,,,,2862,,,,74,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,3/15/2021,,,,2862,,,,74,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,3/16/2021,54000,54000,,2862,0.14,0.14,,74,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,3/17/2021,,,,2882,,,,74,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,3/18/2021,,,,2902,,,,75,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,3/19/2021,,,,2921,,,,75,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,3/20/2021,,,,2941,,,,76,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,3/21/2021,,,,2961,,,,76,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,3/22/2021,,,,2980,,,,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,3/23/2021,,,,3000,,,,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,3/24/2021,,,,3000,,,,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,3/25/2021,,,,3000,,,,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,3/26/2021,,,,3000,,,,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,3/27/2021,,,,3000,,,,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,3/28/2021,,,,3000,,,,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,3/29/2021,,,,3000,,,,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,3/30/2021,,,,3000,,,,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,3/31/2021,,,,3000,,,,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,4/1/2021,,,,3000,,,,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,4/2/2021,,,,3000,,,,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,4/3/2021,,,,3000,,,,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,4/4/2021,,,,3000,,,,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,4/5/2021,,,,3000,,,,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,4/6/2021,,,,3000,,,,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,4/7/2021,120000,120000,,3000,0.31,0.31,,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,4/8/2021,,,,3714,,,,95,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,4/9/2021,,,,4429,,,,114,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,4/10/2021,,,,5143,,,,132,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,4/11/2021,,,,5857,,,,150,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,4/12/2021,,,,6571,,,,169,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,4/13/2021,,,,7286,,,,187,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,4/14/2021,,,,8000,,,,206,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,4/15/2021,,,,8000,,,,206,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,4/16/2021,,,,8000,,,,206,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,4/17/2021,,,,8000,,,,206,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,4/18/2021,,,,8000,,,,206,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,4/19/2021,,,,8000,,,,206,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,4/20/2021,,,,8000,,,,206,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,4/21/2021,,,,8000,,,,206,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,4/22/2021,240000,240000,,8000,0.62,0.62,,206,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,4/23/2021,,,,8846,,,,227,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,4/24/2021,,,,9692,,,,249,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,4/25/2021,,,,10538,,,,271,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,4/26/2021,,,,11384,,,,292,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,4/27/2021,,,,12229,,,,314,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,4/28/2021,,,,13075,,,,336,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,4/29/2021,,,,13921,,,,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,4/30/2021,,,,13921,,,,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,5/1/2021,,,,13921,,,,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,5/2/2021,,,,13921,,,,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,5/3/2021,,,,13921,,,,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,5/4/2021,,,,13921,,,,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,5/5/2021,,,,13921,,,,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,5/6/2021,,,,13921,,,,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,5/7/2021,,,,13921,,,,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,5/8/2021,,,,13921,,,,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,5/9/2021,,,,13921,,,,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,5/10/2021,,,,13921,,,,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,5/11/2021,504502,448878,55624,13921,1.3,1.15,0.14,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,5/12/2021,,,,12621,,,,324,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,5/13/2021,,,,11321,,,,291,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,5/14/2021,,,,10022,,,,257,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,5/15/2021,,,,8722,,,,224,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,5/16/2021,,,,7422,,,,191,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,5/17/2021,,,,6122,,,,157,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,5/18/2021,,,,4822,,,,124,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,5/19/2021,,,,4822,,,,124,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,5/20/2021,547901,470341,77560,4822,1.41,1.21,0.2,124,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,5/21/2021,,,,5040,,,,129,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,5/22/2021,,,,5257,,,,135,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,5/23/2021,,,,5474,,,,141,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,5/24/2021,573277,476367,96910,5692,1.47,1.22,0.25,146,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,5/25/2021,,,,6230,,,,160,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,5/26/2021,590454,479372,111082,6768,1.52,1.23,0.29,174,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,5/27/2021,593313,479574,113739,6487,1.52,1.23,0.29,167,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,5/28/2021,,,,5907,,,,152,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,5/29/2021,,,,5326,,,,137,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,5/30/2021,600152,480226,119926,4746,1.54,1.23,0.31,122,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,5/31/2021,,,,5084,,,,131,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,6/1/2021,,,,5102,,,,131,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,6/2/2021,626290,481690,144600,5119,1.61,1.24,0.37,131,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,6/3/2021,630305,481800,148505,5285,1.62,1.24,0.38,136,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,6/4/2021,,,,5273,,,,135,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,6/5/2021,,,,5261,,,,135,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,6/6/2021,,,,5250,,,,135,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,6/7/2021,,,,4319,,,,111,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,6/8/2021,641295,482952,158343,3388,1.65,1.24,0.41,87,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,6/9/2021,,,,2637,,,,68,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,6/10/2021,,,,2556,,,,66,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,6/11/2021,,,,2735,,,,70,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,6/12/2021,,,,2914,,,,75,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,6/13/2021,,,,3093,,,,79,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,Asia,6/14/2021,662003,484737,177266,3272,1.7,1.25,0.46,84,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech"
Albania,Europe,1/10/2021,0,0,,,0,0,,,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,1/11/2021,,,,64,,,,22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,1/12/2021,128,128,,64,0,0,,22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,1/13/2021,188,188,,63,0.01,0.01,,22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,1/14/2021,266,266,,66,0.01,0.01,,23,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,1/15/2021,308,308,,62,0.01,0.01,,22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,1/16/2021,369,369,,62,0.01,0.01,,22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,1/17/2021,405,405,,58,0.01,0.01,,20,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,1/18/2021,447,447,,55,0.02,0.02,,19,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,1/19/2021,483,483,,51,0.02,0.02,,18,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,1/20/2021,519,519,,47,0.02,0.02,,16,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,1/21/2021,549,549,,40,0.02,0.02,,14,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,1/22/2021,,,,34,,,,12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,1/23/2021,,,,26,,,,9,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,1/24/2021,,,,21,,,,7,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,1/25/2021,,,,15,,,,5,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,1/26/2021,,,,9,,,,3,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,1/27/2021,,,,4,,,,1,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,1/28/2021,,,,0,,,,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,1/29/2021,,,,0,,,,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,1/30/2021,,,,0,,,,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,1/31/2021,,,,0,,,,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,2/1/2021,,,,0,,,,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,2/2/2021,550,549,1,0,0.02,0.02,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,2/3/2021,,,,12,,,,4,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,2/4/2021,,,,24,,,,8,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,2/5/2021,,,,35,,,,12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,2/6/2021,,,,47,,,,16,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,2/7/2021,,,,59,,,,21,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,2/8/2021,,,,71,,,,25,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,2/9/2021,1127,689,438,82,0.04,0.02,0.02,28,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,2/10/2021,,,,81,,,,28,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,2/11/2021,,,,79,,,,27,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,2/12/2021,,,,78,,,,27,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,2/13/2021,,,,76,,,,26,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,2/14/2021,,,,75,,,,26,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,2/15/2021,,,,73,,,,25,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,2/16/2021,,,,72,,,,25,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,2/17/2021,1701,1090,611,72,0.06,0.04,0.02,25,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,2/18/2021,3049,2438,611,254,0.11,0.08,0.02,88,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,2/19/2021,4177,,,405,0.15,,,141,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,2/20/2021,,,,516,,,,179,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,2/21/2021,,,,627,,,,218,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,2/22/2021,6728,6073,655,739,0.23,0.21,0.02,257,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,2/23/2021,,,,891,,,,310,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,2/24/2021,,,,1043,,,,362,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,2/25/2021,10135,,,1012,0.35,,,352,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,2/26/2021,,,,1000,,,,347,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,2/27/2021,,,,1027,,,,357,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,2/28/2021,,,,1054,,,,366,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,3/1/2021,14295,,,1081,0.5,,,376,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,3/2/2021,,,,1026,,,,357,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,3/3/2021,15793,,,971,0.55,,,337,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,3/4/2021,,,,927,,,,322,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,3/5/2021,,,,897,,,,312,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,3/6/2021,,,,867,,,,301,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,3/7/2021,,,,838,,,,291,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,3/8/2021,,,,808,,,,281,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,3/9/2021,,,,820,,,,285,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,3/10/2021,21613,,,831,0.75,,,289,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,3/11/2021,,,,857,,,,298,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,3/12/2021,23635,,,883,0.82,,,307,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,3/13/2021,,,,1042,,,,362,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,3/14/2021,,,,1201,,,,417,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,3/15/2021,,,,1361,,,,473,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,3/16/2021,,,,1520,,,,528,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,3/17/2021,33369,,,1679,1.16,,,583,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,3/18/2021,,,,1960,,,,681,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,3/19/2021,,,,2240,,,,778,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,3/20/2021,,,,2386,,,,829,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,3/21/2021,,,,2533,,,,880,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,3/22/2021,48229,,,2679,1.68,,,931,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,3/23/2021,51690,,,2895,1.8,,,1006,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,3/24/2021,53992,,,2946,1.88,,,1024,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,3/25/2021,59348,,,3287,2.06,,,1142,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,3/26/2021,62248,,,3276,2.16,,,1138,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,3/27/2021,64075,,,3113,2.23,,,1082,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,3/28/2021,78000,,,4678,2.71,,,1626,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,3/29/2021,,,,7204,,,,2503,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,3/30/2021,119321,,,9662,4.15,,,3357,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,3/31/2021,138846,,,12122,4.82,,,4212,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,4/1/2021,155463,,,13731,5.4,,,4771,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,4/2/2021,172486,,,15748,5.99,,,5472,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,4/3/2021,185496,,,17346,6.45,,,6028,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,4/4/2021,192882,,,16412,6.7,,,5703,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,4/5/2021,206708,,,15435,7.18,,,5363,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,4/6/2021,221588,,,14610,7.7,,,5077,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,4/7/2021,232379,,,13362,8.07,,,4643,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,4/8/2021,242542,,,12440,8.43,,,4323,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,4/9/2021,250676,,,11170,8.71,,,3881,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,Europe,4/10/2021,256810,,,10188,8.92,,,3540,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
